Energy	I0	Sample	Reference
6970.01	1.8721E6	1.12708E6	102566
6972.09	1.86944E6	1.13056E6	103504
6973.88	1.86808E6	1.13443E6	103471
6976	1.86522E6	1.13929E6	104499
6977.94	1.86261E6	1.14239E6	105257
6980.02	1.86038E6	1.14723E6	105591
6981.96	1.85864E6	1.15239E6	106642
6984.04	1.85676E6	1.15654E6	107741
6985.98	1.8544E6	1.16057E6	108392
6988.06	1.85205E6	1.16492E6	108758
6989.86	1.84968E6	1.16859E6	109197
6991.95	1.84589E6	1.1718E6	110079
6994.04	1.84359E6	1.17624E6	110421
6996.08	1.84106E6	1.18055E6	111788
6997.93	1.83874E6	1.18441E6	111804
7000.02	1.83558E6	1.18814E6	112685
7002.07	1.83246E6	1.19233E6	113557
7003.92	1.83008E6	1.19586E6	114466
7005.92	1.82766E6	1.20013E6	115005
7008.07	1.82488E6	1.20454E6	115253
7009.88	1.82144E6	1.20733E6	115265
7012.07	1.81663E6	1.2108E6	116266
7013.98	1.81048E6	1.21179E6	116720
7015.99	1.74281E6	1.16999E6	114773
7018.09	1.81488E6	1.22767E6	117851
7019.91	1.81652E6	1.23391E6	119420
7021.97	1.81241E6	1.23678E6	120329
7024.98	1.8078E6	1.24347E6	121286
7027.95	1.80397E6	1.24945E6	122267
7031.02	1.79991E6	1.25516E6	122982
7033.9	1.79603E6	1.26147E6	124619
7037.12	1.79225E6	1.26862E6	125232
7039.96	1.78883E6	1.27405E6	126791
7043.09	1.78522E6	1.28122E6	127229
7045.93	1.78242E6	1.28751E6	128572
7048.92	1.7791E6	1.29461E6	130033
7052.06	1.77547E6	1.30166E6	131009
7055.05	1.77202E6	1.3072E6	131947
7057.91	1.76867E6	1.31439E6	133948
7061.1	1.76573E6	1.32208E6	134773
7063.91	1.76251E6	1.32852E6	135490
7067.06	1.75931E6	1.3356E6	137410
7069.92	1.75586E6	1.3422E6	138440
7072.89	1.75237E6	1.34823E6	139208
7076.05	1.74904E6	1.35572E6	140599
7078.97	1.74546E6	1.36166E6	141883
7082.03	1.74208E6	1.36831E6	142277
7084.96	1.73883E6	1.37614E6	143878
7087.88	1.73548E6	1.38167E6	145893
7091.25	1.73175E6	1.39044E6	146881
7093.84	1.72883E6	1.39554E6	147713
7097.02	1.72517E6	1.40291E6	150503
7099.96	1.72209E6	1.40925E6	151448
7103.1	1.71958E6	1.41745E6	152133
7106.14	1.71642E6	1.4238E6	154003
7108.88	1.71335E6	1.43023E6	154759
7111.98	1.70984E6	1.43774E6	156689
7115.08	1.7072E6	1.44533E6	157855
7117.93	1.70355E6	1.45196E6	157721
7121.13	1.70009E6	1.45881E6	159285
7123.84	1.69689E6	1.46576E6	160752
7127.1	1.69217E6	1.47124E6	161706
7129.92	1.68758E6	1.47607E6	162535
7133.03	1.68296E6	1.47997E6	162909
7136	1.67862E6	1.48526E6	164048
7139.02	1.67533E6	1.49176E6	165939
7141.84	1.67376E6	1.50056E6	166825
7145.12	1.67093E6	1.50906E6	168074
7147.85	1.66793E6	1.5157E6	170481
7151.08	1.6646E6	1.5245E6	171271
7154.01	1.66153E6	1.53075E6	173002
7157	1.65832E6	1.5375E6	174244
7160.04	1.65489E6	1.54425E6	175139
7163.03	1.65203E6	1.55272E6	176903
7166.02	1.64889E6	1.55958E6	178116
7169.02	1.64571E6	1.56591E6	179399
7171.92	1.64255E6	1.57347E6	180505
7175.12	1.63926E6	1.57977E6	181571
7177.98	1.63603E6	1.58791E6	184192
7180.98	1.6327E6	1.5943E6	185142
7183.94	1.63007E6	1.6023E6	187039
7186.96	1.62702E6	1.6093E6	189262
7190.02	1.62385E6	1.61684E6	189693
7193.09	1.62041E6	1.62419E6	191065
7195.91	1.61716E6	1.63056E6	192801
7199.08	1.59692E6	1.6216E6	193234
7201.96	1.60981E6	1.6451E6	195985
7205.09	1.60734E6	1.6528E6	197587
7207.97	1.60449E6	1.66044E6	199572
7211.05	1.60235E6	1.66928E6	201354
7213.89	1.59978E6	1.67673E6	202914
7217.13	1.59646E6	1.68454E6	205218
7219.97	1.59336E6	1.69239E6	206147
7223.06	1.59023E6	1.69927E6	206673
7226.06	1.58652E6	1.70712E6	209199
7228.9	1.58372E6	1.71379E6	210885
7231.9	1.58039E6	1.72119E6	212668
7235.01	1.57703E6	1.72899E6	214438
7237.91	1.57431E6	1.73692E6	215135
7241.03	1.57111E6	1.74407E6	217190
7243.88	1.56825E6	1.75164E6	218835
7246.95	1.56494E6	1.75974E6	220904
7250.02	1.56173E6	1.76648E6	221790
7252.99	1.55791E6	1.77373E6	222877
7256.06	1.5538E6	1.78037E6	225769
7258.98	1.54264E6	1.77759E6	225445
7262.11	1.55152E6	1.79965E6	228790
7265.04	1.54815E6	1.80689E6	230335
7267.92	1.54494E6	1.8136E6	232221
7271.11	1.54154E6	1.82183E6	235051
7273.83	1.53857E6	1.82804E6	235787
7277.18	1.53537E6	1.83617E6	237835
7279.97	1.53278E6	1.84336E6	239897
7282.91	1.52987E6	1.8513E6	241490
7285.96	1.52669E6	1.8589E6	242912
7289.06	1.5239E6	1.86705E6	245508
7292.06	1.52104E6	1.87509E6	245522
7295.07	1.5188E6	1.8832E6	247931
7298.02	1.51602E6	1.89099E6	250087
7300.98	1.51288E6	1.89869E6	252400
7303.99	1.50991E6	1.90656E6	253905
7306.95	1.50681E6	1.91458E6	257085
7309.92	1.5037E6	1.92133E6	258195
7313.15	1.50052E6	1.92985E6	259773
7316.01	1.49769E6	1.93576E6	260882
7318.93	1.49475E6	1.94428E6	262811
7322.06	1.49188E6	1.95304E6	264806
7324.88	1.48934E6	1.96095E6	266829
7328.07	1.4863E6	1.96861E6	269101
7330.9	1.48351E6	1.97611E6	271183
7334.09	1.48024E6	1.98405E6	273484
7336.98	1.47763E6	1.9925E6	275860
7339.97	1.47472E6	2.00083E6	276057
7343.01	1.47156E6	2.00777E6	279229
7345.95	1.46875E6	2.01678E6	281534
7349.06	1.46572E6	2.02534E6	283217
7351.9	1.46282E6	2.03234E6	285486
7355.17	1.45989E6	2.0408E6	286783
7357.91	1.45607E6	2.04504E6	289301
7360.97	1.43285E6	2.02637E6	288630
7363.93	1.4493E6	2.06117E6	291719
7366.99	1.4488E6	2.07272E6	296113
7370.01	1.44596E6	2.08159E6	297277
7373.08	1.44297E6	2.08976E6	300199
7376	1.44029E6	2.09676E6	302194
7379.07	1.43717E6	2.10575E6	303556
7381.94	1.43456E6	2.11227E6	305835
7385.02	1.43157E6	2.12195E6	308498
7387.84	1.42885E6	2.13024E6	309416
7391.14	1.42646E6	2.13915E6	312659
7393.85	1.42398E6	2.14755E6	314158
7397.21	1.42105E6	2.15608E6	316471
7399.88	1.4187E6	2.16397E6	319042
7403.08	1.41596E6	2.17307E6	321278
7405.92	1.41363E6	2.18079E6	322732
7409.07	1.41071E6	2.18933E6	325935
7411.96	1.40831E6	2.19773E6	328292
7415.07	1.40538E6	2.20647E6	329747
7417.97	1.40227E6	2.21287E6	333069
7421.08	1.3995E6	2.22176E6	334358
7424.09	1.39711E6	2.23064E6	336407
7426.99	1.39421E6	2.23849E6	338458
7429.95	1.39165E6	2.24642E6	340360
7433.13	1.38881E6	2.254E6	342238
7435.82	1.3863E6	2.26388E6	344998
7439.11	1.38353E6	2.27286E6	348734
7441.87	1.38091E6	2.28114E6	351847
7445.11	1.37822E6	2.28887E6	352139
7447.87	1.37577E6	2.29705E6	354946
7451.11	1.37285E6	2.30588E6	356837
7453.88	1.37037E6	2.31426E6	359265
7457.08	1.36735E6	2.32237E6	362796
